2016-06-05T23:19:07.269+0200,13198,10,8 of Hearts
2016-06-05T23:19:07.302+0200,13203,3,8 of Hearts
2016-06-05T23:19:08.277+0200,13201,6,Ace of Spades
2016-06-05T23:19:09.255+0200,13199,9,10 of Clubs
2016-06-05T23:19:09.334+0200,13204,2,6 of Clubs
2016-06-05T23:19:10.281+0200,13202,5,10 of Spades
2016-06-05T23:19:11.252+0200,13200,8,8 of Spades
2016-06-05T23:19:11.331+0200,13205,1,6 of Spades
2016-06-05T23:19:12.294+0200,13198,11,7 of Hearts
2016-06-05T23:19:12.317+0200,13203,4,9 of Hearts
2016-06-05T23:19:13.296+0200,13201,7,4 of Hearts
2016-06-05T23:19:14.278+0200,13199,10,3 of Diamonds
2016-06-05T23:19:14.345+0200,13204,3,4 of Diamonds
2016-06-05T23:19:15.295+0200,13202,6,Queen of Hearts
2016-06-05T23:19:16.268+0200,13200,9,3 of Hearts
2016-06-05T23:19:16.344+0200,13205,2,2 of Hearts
2016-06-05T23:19:17.317+0200,13198,12,9 of Spades
2016-06-05T23:19:17.354+0200,13203,5,10 of Spades
2016-06-05T23:19:18.326+0200,13201,8,Queen of Hearts
2016-06-05T23:19:18.384+0200,13206,1,Jack of Hearts
2016-06-05T23:19:19.293+0200,13199,11,5 of Hearts
2016-06-05T23:19:19.356+0200,13204,4,7 of Hearts
2016-06-05T23:19:20.318+0200,13202,7,6 of Diamonds
2016-06-05T23:19:21.299+0200,13200,10,4 of Diamonds
2016-06-05T23:19:21.354+0200,13205,3,4 of Diamonds
2016-06-05T23:19:22.326+0200,13198,13,4 of Clubs
2016-06-05T23:19:22.363+0200,13203,6,4 of Clubs
2016-06-05T23:19:23.348+0200,13201,9,King of Diamonds
2016-06-05T23:19:23.393+0200,13206,2,King of Diamonds
2016-06-05T23:19:24.308+0200,13199,12,5 of Diamonds
2016-06-05T23:19:24.363+0200,13204,5,2 of Diamonds
2016-06-05T23:19:25.326+0200,13202,8,9 of Hearts
2016-06-05T23:19:25.402+0200,13207,1,10 of Hearts
2016-06-05T23:19:26.314+0200,13200,11,Queen of Diamonds
2016-06-05T23:19:26.361+0200,13205,4,King of Diamonds
2016-06-05T23:19:27.339+0200,13198,14,5 of Diamonds
2016-06-05T23:19:27.383+0200,13203,7,7 of Diamonds
2016-06-05T23:19:28.385+0200,13201,10,9 of Clubs
2016-06-05T23:19:28.427+0200,13206,3,8 of Clubs
2016-06-05T23:19:29.327+0200,13199,13,3 of Clubs
2016-06-05T23:19:29.380+0200,13204,6,3 of Clubs
2016-06-05T23:19:30.347+0200,13202,9,4 of Spades
2016-06-05T23:19:30.410+0200,13207,2,4 of Spades
2016-06-05T23:19:31.338+0200,13200,12,King of Clubs
2016-06-05T23:19:31.376+0200,13205,5,King of Clubs
2016-06-05T23:19:32.368+0200,13198,15,2 of Clubs
2016-06-05T23:19:32.390+0200,13203,8,2 of Clubs
2016-06-05T23:19:32.453+0200,13208,1,2 of Clubs
2016-06-05T23:19:33.402+0200,13201,11,Jack of Diamonds
2016-06-05T23:19:33.434+0200,13206,4,10 of Diamonds
2016-06-05T23:19:34.353+0200,13199,14,10 of Diamonds
2016-06-05T23:19:34.388+0200,13204,7,10 of Diamonds
2016-06-05T23:19:35.373+0200,13202,10,Jack of Clubs
2016-06-05T23:19:35.427+0200,13207,3,8 of Clubs
2016-06-05T23:19:36.358+0200,13200,13,6 of Clubs
2016-06-05T23:19:36.385+0200,13205,6,6 of Clubs
2016-06-05T23:19:37.388+0200,13198,16,7 of Spades
2016-06-05T23:19:37.421+0200,13203,9,8 of Spades
2016-06-05T23:19:37.460+0200,13208,2,8 of Spades
2016-06-05T23:19:38.425+0200,13201,12,5 of Spades
2016-06-05T23:19:38.466+0200,13206,5,3 of Spades
2016-06-05T23:19:39.378+0200,13199,15,Ace of Hearts
2016-06-05T23:19:39.402+0200,13204,8,2 of Hearts
2016-06-05T23:19:39.476+0200,13209,1,4 of Hearts
2016-06-05T23:19:40.395+0200,13202,11,King of Spades
2016-06-05T23:19:40.435+0200,13207,4,King of Spades
2016-06-05T23:19:41.375+0200,13200,14,2 of Spades
2016-06-05T23:19:41.402+0200,13205,7,2 of Spades
2016-06-05T23:19:42.409+0200,13198,17,9 of Clubs
2016-06-05T23:19:42.438+0200,13203,10,10 of Clubs
2016-06-05T23:19:42.469+0200,13208,3,Jack of Clubs
2016-06-05T23:19:43.453+0200,13201,13,King of Spades
2016-06-05T23:19:43.481+0200,13206,6,Jack of Spades
2016-06-05T23:19:44.385+0200,13199,16,5 of Spades
2016-06-05T23:19:44.413+0200,13204,9,6 of Spades
2016-06-05T23:19:44.484+0200,13209,2,6 of Spades
2016-06-05T23:19:45.421+0200,13202,12,8 of Hearts
2016-06-05T23:19:45.456+0200,13207,5,9 of Hearts
2016-06-05T23:19:46.398+0200,13200,15,4 of Hearts
2016-06-05T23:19:46.421+0200,13205,8,4 of Hearts
2016-06-05T23:19:46.506+0200,13210,1,3 of Hearts
2016-06-05T23:19:47.418+0200,13198,18,2 of Diamonds
2016-06-05T23:19:47.450+0200,13203,11,3 of Diamonds
2016-06-05T23:19:47.476+0200,13208,4,4 of Diamonds
2016-06-05T23:19:48.480+0200,13201,14,Ace of Diamonds
2016-06-05T23:19:48.502+0200,13206,7,King of Hearts
2016-06-05T23:19:49.401+0200,13199,17,2 of Hearts
2016-06-05T23:19:49.425+0200,13204,10,Ace of Hearts
2016-06-05T23:19:49.504+0200,13209,3,3 of Hearts
2016-06-05T23:19:50.438+0200,13202,13,9 of Spades
2016-06-05T23:19:50.468+0200,13207,6,10 of Spades
2016-06-05T23:19:51.423+0200,13200,16,10 of Hearts
2016-06-05T23:19:51.444+0200,13205,9,Queen of Hearts
2016-06-05T23:19:51.514+0200,13210,2,Queen of Hearts
2016-06-05T23:19:52.436+0200,13198,19,4 of Hearts
2016-06-05T23:19:52.459+0200,13203,12,6 of Hearts
2016-06-05T23:19:52.524+0200,13208,5,7 of Hearts
2016-06-05T23:19:53.502+0200,13201,15,9 of Diamonds
2016-06-05T23:19:53.529+0200,13206,8,8 of Diamonds
2016-06-05T23:19:53.582+0200,13211,1,8 of Diamonds
2016-06-05T23:19:54.418+0200,13199,18,6 of Diamonds
2016-06-05T23:19:54.441+0200,13204,11,3 of Diamonds
2016-06-05T23:19:54.511+0200,13209,4,5 of Diamonds
2016-06-05T23:19:55.448+0200,13202,14,4 of Clubs
2016-06-05T23:19:55.477+0200,13207,7,4 of Clubs
2016-06-05T23:19:56.441+0200,13200,17,King of Diamonds
2016-06-05T23:19:56.466+0200,13205,10,Queen of Diamonds
2016-06-05T23:19:56.521+0200,13210,3,King of Diamonds
2016-06-05T23:19:57.455+0200,13198,20,King of Hearts
2016-06-05T23:19:57.525+0200,13203,13,2 of Diamonds
2016-06-05T23:19:57.545+0200,13208,6,2 of Diamonds
2016-06-05T23:19:58.519+0200,13201,16,10 of Hearts
2016-06-05T23:19:58.569+0200,13206,9,9 of Hearts
2016-06-05T23:19:58.599+0200,13211,2,10 of Hearts
2016-06-05T23:19:59.427+0200,13199,19,5 of Clubs
2016-06-05T23:19:59.448+0200,13204,12,4 of Clubs
2016-06-05T23:19:59.521+0200,13209,5,King of Diamonds
2016-06-05T23:20:00.457+0200,13202,15,10 of Diamonds
2016-06-05T23:20:00.490+0200,13207,8,Jack of Diamonds
2016-06-05T23:20:00.567+0200,13212,1,7 of Diamonds
2016-06-05T23:20:01.461+0200,13200,18,Queen of Clubs
2016-06-05T23:20:01.479+0200,13205,11,Queen of Clubs
2016-06-05T23:20:01.529+0200,13210,4,King of Clubs
2016-06-05T23:20:02.471+0200,13198,21,7 of Clubs
2016-06-05T23:20:02.533+0200,13203,14,7 of Clubs
2016-06-05T23:20:02.555+0200,13208,7,7 of Clubs
2016-06-05T23:20:03.550+0200,13201,17,10 of Spades
2016-06-05T23:20:03.599+0200,13206,10,5 of Spades
2016-06-05T23:20:03.622+0200,13211,3,5 of Spades
2016-06-05T23:20:04.444+0200,13199,20,3 of Spades
2016-06-05T23:20:04.471+0200,13204,13,3 of Spades
2016-06-05T23:20:04.530+0200,13209,6,4 of Spades
2016-06-05T23:20:05.478+0200,13202,16,6 of Clubs
2016-06-05T23:20:05.501+0200,13207,9,7 of Clubs
2016-06-05T23:20:05.582+0200,13212,2,8 of Clubs
2016-06-05T23:20:06.468+0200,13200,19,Ace of Clubs
2016-06-05T23:20:06.490+0200,13205,12,2 of Clubs
2016-06-05T23:20:06.537+0200,13210,5,3 of Clubs
2016-06-05T23:20:07.495+0200,13198,22,2 of Spades
2016-06-05T23:20:07.544+0200,13203,15,3 of Spades
2016-06-05T23:20:07.563+0200,13208,8,4 of Spades
2016-06-05T23:20:07.610+0200,13213,1,4 of Spades
2016-06-05T23:20:08.566+0200,13201,18,Queen of Clubs
2016-06-05T23:20:08.606+0200,13206,11,King of Clubs
2016-06-05T23:20:08.629+0200,13211,4,Queen of Clubs
2016-06-05T23:20:09.472+0200,13199,21,Queen of Spades
2016-06-05T23:20:09.490+0200,13204,14,Queen of Spades
2016-06-05T23:20:09.539+0200,13209,7,King of Spades
2016-06-05T23:20:10.497+0200,13202,17,7 of Spades
2016-06-05T23:20:10.516+0200,13207,10,8 of Spades
2016-06-05T23:20:10.595+0200,13212,3,8 of Spades
2016-06-05T23:20:11.480+0200,13200,20,7 of Hearts
2016-06-05T23:20:11.502+0200,13205,13,8 of Hearts
2016-06-05T23:20:11.552+0200,13210,6,8 of Hearts
2016-06-05T23:20:12.511+0200,13198,23,2 of Hearts
2016-06-05T23:20:12.554+0200,13203,16,4 of Hearts
2016-06-05T23:20:12.583+0200,13208,9,4 of Hearts
2016-06-05T23:20:12.621+0200,13213,2,5 of Hearts
2016-06-05T23:20:13.582+0200,13201,19,4 of Clubs
2016-06-05T23:20:13.623+0200,13206,12,3 of Clubs
2016-06-05T23:20:13.649+0200,13211,5,2 of Clubs
2016-06-05T23:20:14.488+0200,13199,22,King of Diamonds
2016-06-05T23:20:14.518+0200,13204,15,Jack of Diamonds
2016-06-05T23:20:14.547+0200,13209,8,Jack of Diamonds
2016-06-05T23:20:14.628+0200,13214,1,10 of Diamonds
2016-06-05T23:20:15.514+0200,13202,18,9 of Clubs
2016-06-05T23:20:15.543+0200,13207,11,Queen of Clubs
2016-06-05T23:20:15.605+0200,13212,4,Jack of Clubs
2016-06-05T23:20:16.497+0200,13200,21,4 of Clubs
2016-06-05T23:20:16.539+0200,13205,14,5 of Clubs
2016-06-05T23:20:16.570+0200,13210,7,6 of Clubs
2016-06-05T23:20:17.547+0200,13198,24,8 of Spades
2016-06-05T23:20:17.562+0200,13203,17,9 of Spades
2016-06-05T23:20:17.591+0200,13208,10,7 of Spades
2016-06-05T23:20:17.633+0200,13213,3,8 of Spades
2016-06-05T23:20:18.599+0200,13201,20,4 of Spades
2016-06-05T23:20:18.633+0200,13206,13,2 of Spades
2016-06-05T23:20:18.658+0200,13211,6,2 of Spades
2016-06-05T23:20:19.504+0200,13199,23,6 of Hearts
2016-06-05T23:20:19.539+0200,13204,16,5 of Hearts
2016-06-05T23:20:19.565+0200,13209,9,6 of Hearts
2016-06-05T23:20:19.638+0200,13214,2,4 of Hearts
2016-06-05T23:20:20.534+0200,13202,19,Ace of Hearts
2016-06-05T23:20:20.561+0200,13207,12,Queen of Spades
2016-06-05T23:20:20.612+0200,13212,5,King of Spades
2016-06-05T23:20:21.517+0200,13200,22,Ace of Spades
2016-06-05T23:20:21.547+0200,13205,15,Ace of Spades
2016-06-05T23:20:21.581+0200,13210,8,Ace of Spades
2016-06-05T23:20:21.682+0200,13215,1,2 of Spades
2016-06-05T23:20:22.560+0200,13198,25,Queen of Clubs
2016-06-05T23:20:22.591+0200,13203,18,9 of Clubs
2016-06-05T23:20:22.617+0200,13208,11,10 of Clubs
2016-06-05T23:20:22.643+0200,13213,4,10 of Clubs
2016-06-05T23:20:23.616+0200,13201,21,Ace of Hearts
2016-06-05T23:20:23.644+0200,13206,14,King of Spades
2016-06-05T23:20:23.665+0200,13211,7,Queen of Spades
2016-06-05T23:20:24.539+0200,13199,24,10 of Spades
2016-06-05T23:20:24.565+0200,13204,17,9 of Spades
2016-06-05T23:20:24.588+0200,13209,10,8 of Spades
2016-06-05T23:20:24.645+0200,13214,3,6 of Spades
2016-06-05T23:20:25.558+0200,13202,20,5 of Spades
2016-06-05T23:20:25.600+0200,13207,13,6 of Spades
2016-06-05T23:20:25.621+0200,13212,6,8 of Hearts
2016-06-05T23:20:26.524+0200,13200,23,6 of Hearts
2016-06-05T23:20:26.578+0200,13205,16,7 of Hearts
2016-06-05T23:20:26.611+0200,13210,9,6 of Hearts
2016-06-05T23:20:26.692+0200,13215,2,4 of Hearts
2016-06-05T23:20:27.577+0200,13198,26,Ace of Hearts
2016-06-05T23:20:27.614+0200,13203,19,2 of Hearts
2016-06-05T23:20:27.640+0200,13208,12,2 of Hearts
2016-06-05T23:20:27.656+0200,13213,5,5 of Diamonds
2016-06-05T23:20:28.644+0200,13201,22,4 of Diamonds
2016-06-05T23:20:28.665+0200,13206,15,4 of Diamonds
2016-06-05T23:20:28.684+0200,13211,8,King of Hearts
2016-06-05T23:20:28.732+0200,13216,1,King of Hearts
2016-06-05T23:20:29.557+0200,13199,25,King of Hearts
2016-06-05T23:20:29.583+0200,13204,18,King of Hearts
2016-06-05T23:20:29.609+0200,13209,11,Ace of Diamonds
2016-06-05T23:20:29.652+0200,13214,4,King of Hearts
2016-06-05T23:20:30.603+0200,13202,21,4 of Hearts
2016-06-05T23:20:30.619+0200,13207,14,5 of Hearts
2016-06-05T23:20:30.639+0200,13212,7,2 of Hearts
2016-06-05T23:20:31.545+0200,13200,24,Jack of Spades
2016-06-05T23:20:31.586+0200,13205,17,10 of Spades
2016-06-05T23:20:31.621+0200,13210,10,10 of Spades
2016-06-05T23:20:31.709+0200,13215,3,Jack of Spades
2016-06-05T23:20:32.597+0200,13198,27,Jack of Hearts
2016-06-05T23:20:32.621+0200,13203,20,Queen of Hearts
2016-06-05T23:20:32.648+0200,13208,13,Queen of Hearts
2016-06-05T23:20:32.667+0200,13213,6,Queen of Hearts
2016-06-05T23:20:33.662+0200,13201,23,7 of Hearts
2016-06-05T23:20:33.688+0200,13206,16,6 of Hearts
2016-06-05T23:20:33.715+0200,13211,9,7 of Hearts
2016-06-05T23:20:33.742+0200,13216,2,6 of Hearts
2016-06-05T23:20:34.581+0200,13199,26,Jack of Diamonds
2016-06-05T23:20:34.601+0200,13204,19,9 of Diamonds
2016-06-05T23:20:34.645+0200,13209,12,9 of Diamonds
2016-06-05T23:20:34.682+0200,13214,5,8 of Diamonds
2016-06-05T23:20:35.615+0200,13202,22,3 of Diamonds
2016-06-05T23:20:35.639+0200,13207,15,4 of Diamonds
2016-06-05T23:20:35.668+0200,13212,8,3 of Diamonds
2016-06-05T23:20:35.740+0200,13217,1,4 of Diamonds
2016-06-05T23:20:36.561+0200,13200,25,2 of Clubs
2016-06-05T23:20:36.596+0200,13205,18,3 of Clubs
2016-06-05T23:20:36.628+0200,13210,11,4 of Clubs
2016-06-05T23:20:36.731+0200,13215,4,4 of Clubs
2016-06-05T23:20:37.620+0200,13198,28,10 of Diamonds
2016-06-05T23:20:37.642+0200,13203,21,Queen of Diamonds
2016-06-05T23:20:37.668+0200,13208,14,Queen of Diamonds
2016-06-05T23:20:37.890+0200,13213,7,4 of Diamonds
2016-06-05T23:20:38.685+0200,13201,24,3 of Diamonds
2016-06-05T23:20:38.710+0200,13206,17,3 of Diamonds
2016-06-05T23:20:38.730+0200,13211,10,3 of Diamonds
2016-06-05T23:20:38.751+0200,13216,3,3 of Diamonds
2016-06-05T23:20:39.601+0200,13199,27,Queen of Hearts
2016-06-05T23:20:39.644+0200,13204,20,Jack of Hearts
2016-06-05T23:20:39.676+0200,13209,13,Queen of Hearts
2016-06-05T23:20:39.705+0200,13214,6,10 of Hearts
2016-06-05T23:20:40.635+0200,13202,23,Jack of Diamonds
2016-06-05T23:20:40.659+0200,13207,16,Queen of Diamonds
2016-06-05T23:20:40.675+0200,13212,9,Jack of Diamonds
2016-06-05T23:20:40.750+0200,13217,2,Queen of Diamonds
2016-06-05T23:20:41.580+0200,13200,26,5 of Diamonds
2016-06-05T23:20:41.613+0200,13205,19,5 of Diamonds
2016-06-05T23:20:41.636+0200,13210,12,6 of Diamonds
2016-06-05T23:20:41.749+0200,13215,5,8 of Diamonds
2016-06-05T23:20:42.637+0200,13198,29,6 of Clubs
2016-06-05T23:20:42.667+0200,13203,22,6 of Clubs
2016-06-05T23:20:42.679+0200,13208,15,6 of Clubs
2016-06-05T23:20:42.765+0200,13218,1,8 of Clubs
2016-06-05T23:20:42.907+0200,13213,8,9 of Clubs
2016-06-05T23:20:43.707+0200,13201,25,6 of Clubs
2016-06-05T23:20:43.738+0200,13206,18,4 of Clubs
2016-06-05T23:20:43.760+0200,13216,4,3 of Clubs
2016-06-05T23:20:43.775+0200,13211,11,4 of Clubs
2016-06-05T23:20:44.613+0200,13199,28,2 of Spades
2016-06-05T23:20:44.651+0200,13204,21,2 of Spades
2016-06-05T23:20:44.686+0200,13209,14,3 of Spades
2016-06-05T23:20:44.719+0200,13214,7,4 of Spades
2016-06-05T23:20:45.656+0200,13202,24,King of Clubs
2016-06-05T23:20:45.674+0200,13207,17,Jack of Clubs
2016-06-05T23:20:45.694+0200,13212,10,Queen of Clubs
2016-06-05T23:20:45.758+0200,13217,3,King of Clubs
2016-06-05T23:20:46.596+0200,13200,27,Jack of Diamonds
2016-06-05T23:20:46.626+0200,13205,20,Jack of Diamonds
2016-06-05T23:20:46.644+0200,13210,13,Ace of Clubs
2016-06-05T23:20:46.768+0200,13215,6,3 of Clubs
2016-06-05T23:20:47.668+0200,13198,30,7 of Diamonds
2016-06-05T23:20:47.686+0200,13203,23,9 of Diamonds
2016-06-05T23:20:47.712+0200,13208,16,9 of Diamonds
2016-06-05T23:20:47.775+0200,13218,2,10 of Diamonds
2016-06-05T23:20:47.930+0200,13213,9,Queen of Diamonds
2016-06-05T23:20:48.728+0200,13201,26,Jack of Clubs
2016-06-05T23:20:48.761+0200,13206,19,Jack of Clubs
2016-06-05T23:20:48.776+0200,13216,5,Queen of Clubs
2016-06-05T23:20:48.791+0200,13211,12,King of Clubs
2016-06-05T23:20:49.633+0200,13199,29,Queen of Clubs
2016-06-05T23:20:49.665+0200,13204,22,10 of Clubs
2016-06-05T23:20:49.695+0200,13209,15,9 of Clubs
2016-06-05T23:20:49.731+0200,13214,8,8 of Clubs
2016-06-05T23:20:49.780+0200,13219,1,6 of Clubs
2016-06-05T23:20:50.664+0200,13202,25,2 of Hearts
2016-06-05T23:20:50.682+0200,13207,18,Ace of Hearts
2016-06-05T23:20:50.701+0200,13212,11,7 of Spades
2016-06-05T23:20:50.791+0200,13217,4,7 of Spades
2016-06-05T23:20:51.618+0200,13200,28,9 of Spades
2016-06-05T23:20:51.638+0200,13205,21,8 of Spades
2016-06-05T23:20:51.665+0200,13210,14,7 of Spades
2016-06-05T23:20:51.787+0200,13215,7,4 of Spades
2016-06-05T23:20:52.688+0200,13198,31,5 of Hearts
2016-06-05T23:20:52.714+0200,13203,24,7 of Hearts
2016-06-05T23:20:52.767+0200,13208,17,8 of Hearts
2016-06-05T23:20:52.796+0200,13218,3,4 of Hearts
2016-06-05T23:20:52.949+0200,13213,10,4 of Hearts
2016-06-05T23:20:53.746+0200,13201,27,5 of Hearts
2016-06-05T23:20:53.769+0200,13206,20,Queen of Spades
2016-06-05T23:20:53.790+0200,13216,6,Queen of Spades
2016-06-05T23:20:53.822+0200,13211,13,King of Spades
2016-06-05T23:20:54.655+0200,13199,30,7 of Spades
2016-06-05T23:20:54.682+0200,13204,23,7 of Spades
2016-06-05T23:20:54.715+0200,13209,16,9 of Spades
2016-06-05T23:20:54.739+0200,13214,9,8 of Spades
2016-06-05T23:20:54.790+0200,13219,2,3 of Spades
2016-06-05T23:20:55.676+0200,13202,26,Ace of Spades
2016-06-05T23:20:55.698+0200,13207,19,2 of Spades
2016-06-05T23:20:55.741+0200,13212,12,2 of Spades
2016-06-05T23:20:55.809+0200,13217,5,10 of Clubs
2016-06-05T23:20:56.636+0200,13200,29,2 of Hearts
2016-06-05T23:20:56.665+0200,13205,22,3 of Hearts
2016-06-05T23:20:56.681+0200,13210,15,2 of Hearts
2016-06-05T23:20:56.796+0200,13220,1,3 of Hearts
2016-06-05T23:20:56.816+0200,13215,8,5 of Hearts
2016-06-05T23:20:57.718+0200,13198,32,10 of Spades
2016-06-05T23:20:57.767+0200,13203,25,Queen of Spades
2016-06-05T23:20:57.797+0200,13208,18,Jack of Spades
2016-06-05T23:20:57.812+0200,13218,4,Jack of Spades
2016-06-05T23:20:57.968+0200,13213,11,7 of Spades
2016-06-05T23:20:58.768+0200,13201,28,King of Hearts
2016-06-05T23:20:58.789+0200,13206,21,Queen of Hearts
2016-06-05T23:20:58.822+0200,13216,7,Queen of Hearts
2016-06-05T23:20:58.849+0200,13211,14,Queen of Hearts
2016-06-05T23:20:59.677+0200,13199,31,10 of Hearts
2016-06-05T23:20:59.714+0200,13204,24,10 of Hearts
2016-06-05T23:20:59.735+0200,13209,17,10 of Hearts
2016-06-05T23:20:59.751+0200,13214,10,8 of Hearts
2016-06-05T23:20:59.797+0200,13219,3,9 of Hearts
2016-06-05T23:21:00.700+0200,13202,27,8 of Diamonds
2016-06-05T23:21:00.740+0200,13207,20,8 of Diamonds
2016-06-05T23:21:00.768+0200,13212,13,9 of Diamonds
2016-06-05T23:21:00.816+0200,13217,6,8 of Diamonds
2016-06-05T23:21:01.644+0200,13200,30,2 of Diamonds
2016-06-05T23:21:01.673+0200,13205,23,2 of Diamonds
2016-06-05T23:21:01.691+0200,13210,16,3 of Diamonds
2016-06-05T23:21:01.804+0200,13220,2,4 of Diamonds
2016-06-05T23:21:01.824+0200,13215,9,5 of Diamonds
2016-06-05T23:21:02.725+0200,13198,33,9 of Hearts
2016-06-05T23:21:02.774+0200,13203,26,10 of Hearts
2016-06-05T23:21:02.805+0200,13208,19,6 of Hearts
2016-06-05T23:21:02.820+0200,13218,5,7 of Hearts
2016-06-05T23:21:02.975+0200,13213,12,8 of Hearts
2016-06-05T23:21:03.786+0200,13201,29,2 of Hearts
2016-06-05T23:21:03.811+0200,13206,22,2 of Hearts
2016-06-05T23:21:03.836+0200,13216,8,Ace of Hearts
2016-06-05T23:21:03.847+0200,13221,1,2 of Hearts
2016-06-05T23:21:03.863+0200,13211,15,2 of Hearts
2016-06-05T23:21:04.708+0200,13199,32,8 of Diamonds
2016-06-05T23:21:04.726+0200,13204,25,7 of Diamonds
2016-06-05T23:21:04.749+0200,13209,18,7 of Diamonds
2016-06-05T23:21:04.763+0200,13214,11,4 of Diamonds
2016-06-05T23:21:04.805+0200,13219,4,4 of Diamonds
2016-06-05T23:21:05.721+0200,13202,28,King of Hearts
2016-06-05T23:21:05.747+0200,13207,21,King of Hearts
2016-06-05T23:21:05.776+0200,13212,14,Jack of Hearts
2016-06-05T23:21:05.832+0200,13217,7,10 of Hearts
2016-06-05T23:21:06.666+0200,13200,31,9 of Diamonds
2016-06-05T23:21:06.693+0200,13205,24,10 of Diamonds
2016-06-05T23:21:06.721+0200,13210,17,Jack of Diamonds
2016-06-05T23:21:06.825+0200,13220,3,Ace of Clubs
2016-06-05T23:21:06.848+0200,13215,10,Ace of Clubs
2016-06-05T23:21:07.742+0200,13198,34,8 of Diamonds
2016-06-05T23:21:07.783+0200,13203,27,8 of Diamonds
2016-06-05T23:21:07.813+0200,13208,20,7 of Diamonds
2016-06-05T23:21:07.827+0200,13218,6,8 of Diamonds
2016-06-05T23:21:07.994+0200,13213,13,10 of Diamonds
2016-06-05T23:21:08.811+0200,13201,30,10 of Clubs
2016-06-05T23:21:08.833+0200,13206,23,9 of Clubs
2016-06-05T23:21:08.847+0200,13216,9,9 of Clubs
2016-06-05T23:21:08.869+0200,13221,2,10 of Clubs
2016-06-05T23:21:08.889+0200,13211,16,9 of Clubs
2016-06-05T23:21:09.725+0200,13199,33,8 of Clubs
2016-06-05T23:21:09.754+0200,13204,26,7 of Clubs
2016-06-05T23:21:09.769+0200,13209,19,7 of Clubs
2016-06-05T23:21:09.789+0200,13214,12,6 of Clubs
2016-06-05T23:21:09.813+0200,13219,5,4 of Clubs
2016-06-05T23:21:10.737+0200,13202,29,5 of Diamonds
2016-06-05T23:21:10.758+0200,13207,22,7 of Diamonds
2016-06-05T23:21:10.784+0200,13212,15,8 of Diamonds
2016-06-05T23:21:10.848+0200,13217,8,6 of Diamonds
2016-06-05T23:21:10.876+0200,13222,1,7 of Diamonds
2016-06-05T23:21:11.694+0200,13200,32,Ace of Diamonds
2016-06-05T23:21:11.713+0200,13205,25,King of Hearts
2016-06-05T23:21:11.738+0200,13210,18,Ace of Diamonds
2016-06-05T23:21:11.848+0200,13220,4,2 of Diamonds
2016-06-05T23:21:11.873+0200,13215,11,2 of Diamonds
2016-06-05T23:21:12.750+0200,13198,35,3 of Clubs
2016-06-05T23:21:12.791+0200,13203,28,3 of Clubs
2016-06-05T23:21:12.822+0200,13208,21,3 of Clubs
2016-06-05T23:21:12.838+0200,13218,7,4 of Clubs
2016-06-05T23:21:13.015+0200,13213,14,5 of Clubs
2016-06-05T23:21:13.833+0200,13201,31,Queen of Diamonds
2016-06-05T23:21:13.847+0200,13206,24,Jack of Diamonds
2016-06-05T23:21:13.869+0200,13216,10,Queen of Diamonds
2016-06-05T23:21:13.883+0200,13221,3,Queen of Diamonds
